claim_id,report_id,ticker,agent_type,claim_type,claim_text,evidence_id,evidence_source,expected_status
ORCL_risk_neutral_multi_agent_claim_001,ORCL_risk_neutral_multi_agent_report,ORCL,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ORCL under risk_neutral. The weighted consensus score is 0.720896, combining valuation, fundamental, and sentiment agents.",ORCL_risk_neutral_DEBATE,debate_log,supported
ORCL_risk_averse_valuation_claim_001,ORCL_risk_averse_valuation_report,ORCL,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ORCL under risk_averse. The decision is based on January return 0.077578, annualized volatility 0.188897, and max drawdown -0.028696.",ORCL_PRICE_VOLUME_JAN2024,price_volume,supported
ORCL_risk_averse_fundamental_claim_001,ORCL_risk_averse_fundamental_report,ORCL,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ORCL under risk_averse. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",ORCL_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ORCL_risk_averse_sentiment_claim_001,ORCL_risk_averse_sentiment_report,ORCL,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for ORCL under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ORCL_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
ORCL_risk_averse_multi_agent_claim_001,ORCL_risk_averse_multi_agent_report,ORCL,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ORCL under risk_averse. The weighted consensus score is 0.729578, combining valuation, fundamental, and sentiment agents.",ORCL_risk_averse_DEBATE,debate_log,supported
ORCL_risk_seeking_valuation_claim_001,ORCL_risk_seeking_valuation_report,ORCL,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ORCL under risk_seeking. The decision is based on January return 0.077578, annualized volatility 0.188897, and max drawdown -0.028696.",ORCL_PRICE_VOLUME_JAN2024,price_volume,supported
ORCL_risk_seeking_fundamental_claim_001,ORCL_risk_seeking_fundamental_report,ORCL,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ORCL under risk_seeking. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",ORCL_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ORCL_risk_seeking_sentiment_claim_001,ORCL_risk_seeking_sentiment_report,ORCL,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for ORCL under risk_seeking. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ORCL_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
ORCL_risk_seeking_multi_agent_claim_001,ORCL_risk_seeking_multi_agent_report,ORCL,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ORCL under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",ORCL_risk_seeking_DEBATE,debate_log,supported
INTC_risk_neutral_valuation_claim_001,INTC_risk_neutral_valuation_report,INTC,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for INTC under risk_neutral. The decision is based on January return -0.098745, annualized volatility 0.485909, and max drawdown -0.133804.",INTC_PRICE_VOLUME_JAN2024,price_volume,supported
INTC_risk_neutral_fundamental_claim_001,INTC_risk_neutral_fundamental_report,INTC,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for INTC under risk_neutral. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",INTC_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
INTC_risk_neutral_sentiment_claim_001,INTC_risk_neutral_sentiment_report,INTC,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for INTC under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",INTC_GDELT_202401_000,GDELT_NEWS,supported
INTC_risk_neutral_multi_agent_claim_001,INTC_risk_neutral_multi_agent_report,INTC,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for INTC under risk_neutral. The weighted consensus score is -0.021151, combining valuation, fundamental, and sentiment agents.",INTC_risk_neutral_DEBATE,debate_log,supported
INTC_risk_averse_valuation_claim_001,INTC_risk_averse_valuation_report,INTC,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for INTC under risk_averse. The decision is based on January return -0.098745, annualized volatility 0.485909, and max drawdown -0.133804.",INTC_PRICE_VOLUME_JAN2024,price_volume,supported
INTC_risk_averse_fundamental_claim_001,INTC_risk_averse_fundamental_report,INTC,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for INTC under risk_averse. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",INTC_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
INTC_risk_averse_sentiment_claim_001,INTC_risk_averse_sentiment_report,INTC,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for INTC under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",INTC_GDELT_202401_000,GDELT_NEWS,supported
INTC_risk_averse_multi_agent_claim_001,INTC_risk_averse_multi_agent_report,INTC,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for INTC under risk_averse. The weighted consensus score is -0.056034, combining valuation, fundamental, and sentiment agents.",INTC_risk_averse_DEBATE,debate_log,supported
INTC_risk_seeking_valuation_claim_001,INTC_risk_seeking_valuation_report,INTC,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for INTC under risk_seeking. The decision is based on January return -0.098745, annualized volatility 0.485909, and max drawdown -0.133804.",INTC_PRICE_VOLUME_JAN2024,price_volume,supported
INTC_risk_seeking_fundamental_claim_001,INTC_risk_seeking_fundamental_report,INTC,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for INTC under risk_seeking. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",INTC_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
INTC_risk_seeking_sentiment_claim_001,INTC_risk_seeking_sentiment_report,INTC,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for INTC under risk_seeking. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",INTC_GDELT_202401_000,GDELT_NEWS,supported
INTC_risk_seeking_multi_agent_claim_001,INTC_risk_seeking_multi_agent_report,INTC,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for INTC under risk_seeking. The weighted consensus score is 0.372700, combining valuation, fundamental, and sentiment agents.",INTC_risk_seeking_DEBATE,debate_log,supported
QCOM_risk_neutral_valuation_claim_001,QCOM_risk_neutral_valuation_report,QCOM,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for QCOM under risk_neutral. The decision is based on January return 0.059046, annualized volatility 0.293169, and max drawdown -0.054962.",QCOM_PRICE_VOLUME_JAN2024,price_volume,supported
QCOM_risk_neutral_fundamental_claim_001,QCOM_risk_neutral_fundamental_report,QCOM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for QCOM under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5577251366644289.",QCOM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
QCOM_risk_neutral_sentiment_claim_001,QCOM_risk_neutral_sentiment_report,QCOM,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for QCOM under risk_neutral. The public-news keyword sentiment score is 0.857143, with 6 positive and 0 negative keyword hits.",QCOM_GDELT_202401_000,GDELT_NEWS,supported
QCOM_risk_neutral_multi_agent_claim_001,QCOM_risk_neutral_multi_agent_report,QCOM,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for QCOM under risk_neutral. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",QCOM_risk_neutral_DEBATE,debate_log,supported
QCOM_risk_averse_valuation_claim_001,QCOM_risk_averse_valuation_report,QCOM,valuation,price_momentum_and_volatility,"The valuation agent recommends HOLD for QCOM under risk_averse. The decision is based on January return 0.059046, annualized volatility 0.293169, and max drawdown -0.054962.",QCOM_PRICE_VOLUME_JAN2024,price_volume,supported
QCOM_risk_averse_fundamental_claim_001,QCOM_risk_averse_fundamental_report,QCOM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for QCOM under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5577251366644289.",QCOM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
QCOM_risk_averse_sentiment_claim_001,QCOM_risk_averse_sentiment_report,QCOM,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for QCOM under risk_averse. The public-news keyword sentiment score is 0.857143, with 6 positive and 0 negative keyword hits.",QCOM_GDELT_202401_000,GDELT_NEWS,supported
QCOM_risk_averse_multi_agent_claim_001,QCOM_risk_averse_multi_agent_report,QCOM,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for QCOM under risk_averse. The weighted consensus score is 0.686499, combining valuation, fundamental, and sentiment agents.",QCOM_risk_averse_DEBATE,debate_log,supported
QCOM_risk_seeking_valuation_claim_001,QCOM_risk_seeking_valuation_report,QCOM,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for QCOM under risk_seeking. The decision is based on January return 0.059046, annualized volatility 0.293169, and max drawdown -0.054962.",QCOM_PRICE_VOLUME_JAN2024,price_volume,supported
QCOM_risk_seeking_fundamental_claim_001,QCOM_risk_seeking_fundamental_report,QCOM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for QCOM under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5577251366644289.",QCOM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
QCOM_risk_seeking_sentiment_claim_001,QCOM_risk_seeking_sentiment_report,QCOM,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for QCOM under risk_seeking. The public-news keyword sentiment score is 0.857143, with 6 positive and 0 negative keyword hits.",QCOM_GDELT_202401_000,GDELT_NEWS,supported
QCOM_risk_seeking_multi_agent_claim_001,QCOM_risk_seeking_multi_agent_report,QCOM,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for QCOM under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",QCOM_risk_seeking_DEBATE,debate_log,supported
CSCO_risk_neutral_valuation_claim_001,CSCO_risk_neutral_valuation_report,CSCO,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for CSCO under risk_neutral. The decision is based on January return 0.001197, annualized volatility 0.189519, and max drawdown -0.041085.",CSCO_PRICE_VOLUME_JAN2024,price_volume,supported
CSCO_risk_neutral_fundamental_claim_001,CSCO_risk_neutral_fundamental_report,CSCO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CSCO under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5423255248931992.",CSCO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CSCO_risk_neutral_sentiment_claim_001,CSCO_risk_neutral_sentiment_report,CSCO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for CSCO under risk_neutral. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",CSCO_GDELT_202401_000,GDELT_NEWS,supported
CSCO_risk_neutral_multi_agent_claim_001,CSCO_risk_neutral_multi_agent_report,CSCO,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for CSCO under risk_neutral. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",CSCO_risk_neutral_DEBATE,debate_log,supported
CSCO_risk_averse_valuation_claim_001,CSCO_risk_averse_valuation_report,CSCO,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for CSCO under risk_averse. The decision is based on January return 0.001197, annualized volatility 0.189519, and max drawdown -0.041085.",CSCO_PRICE_VOLUME_JAN2024,price_volume,supported
CSCO_risk_averse_fundamental_claim_001,CSCO_risk_averse_fundamental_report,CSCO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CSCO under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5423255248931992.",CSCO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CSCO_risk_averse_sentiment_claim_001,CSCO_risk_averse_sentiment_report,CSCO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for CSCO under risk_averse. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",CSCO_GDELT_202401_000,GDELT_NEWS,supported
CSCO_risk_averse_multi_agent_claim_001,CSCO_risk_averse_multi_agent_report,CSCO,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for CSCO under risk_averse. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",CSCO_risk_averse_DEBATE,debate_log,supported
CSCO_risk_seeking_valuation_claim_001,CSCO_risk_seeking_valuation_report,CSCO,valuation,price_momentum_and_volatility,"The valuation agent recommends HOLD for CSCO under risk_seeking. The decision is based on January return 0.001197, annualized volatility 0.189519, and max drawdown -0.041085.",CSCO_PRICE_VOLUME_JAN2024,price_volume,supported
CSCO_risk_seeking_fundamental_claim_001,CSCO_risk_seeking_fundamental_report,CSCO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CSCO under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5423255248931992.",CSCO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CSCO_risk_seeking_sentiment_claim_001,CSCO_risk_seeking_sentiment_report,CSCO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for CSCO under risk_seeking. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",CSCO_GDELT_202401_000,GDELT_NEWS,supported
CSCO_risk_seeking_multi_agent_claim_001,CSCO_risk_seeking_multi_agent_report,CSCO,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for CSCO under risk_seeking. The weighted consensus score is 0.725001, combining valuation, fundamental, and sentiment agents.",CSCO_risk_seeking_DEBATE,debate_log,supported
NOW_risk_neutral_valuation_claim_001,NOW_risk_neutral_valuation_report,NOW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for NOW under risk_neutral. The decision is based on January return 0.113277, annualized volatility 0.218063, and max drawdown -0.027742.",NOW_PRICE_VOLUME_JAN2024,price_volume,supported
NOW_risk_neutral_fundamental_claim_001,NOW_risk_neutral_fundamental_report,NOW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NOW under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5612814171507448.",NOW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NOW_risk_neutral_sentiment_claim_001,NOW_risk_neutral_sentiment_report,NOW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for NOW under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",NOW_GDELT_202401_000,GDELT_NEWS,supported
NOW_risk_neutral_multi_agent_claim_001,NOW_risk_neutral_multi_agent_report,NOW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NOW under risk_neutral. The weighted consensus score is 0.737342, combining valuation, fundamental, and sentiment agents.",NOW_risk_neutral_DEBATE,debate_log,supported
NOW_risk_averse_valuation_claim_001,NOW_risk_averse_valuation_report,NOW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for NOW under risk_averse. The decision is based on January return 0.113277, annualized volatility 0.218063, and max drawdown -0.027742.",NOW_PRICE_VOLUME_JAN2024,price_volume,supported
NOW_risk_averse_fundamental_claim_001,NOW_risk_averse_fundamental_report,NOW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NOW under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5612814171507448.",NOW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NOW_risk_averse_sentiment_claim_001,NOW_risk_averse_sentiment_report,NOW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for NOW under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",NOW_GDELT_202401_000,GDELT_NEWS,supported
NOW_risk_averse_multi_agent_claim_001,NOW_risk_averse_multi_agent_report,NOW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NOW under risk_averse. The weighted consensus score is 0.737577, combining valuation, fundamental, and sentiment agents.",NOW_risk_averse_DEBATE,debate_log,supported
NOW_risk_seeking_valuation_claim_001,NOW_risk_seeking_valuation_report,NOW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for NOW under risk_seeking. The decision is based on January return 0.113277, annualized volatility 0.218063, and max drawdown -0.027742.",NOW_PRICE_VOLUME_JAN2024,price_volume,supported
NOW_risk_seeking_fundamental_claim_001,NOW_risk_seeking_fundamental_report,NOW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NOW under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.5612814171507448.",NOW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NOW_risk_seeking_sentiment_claim_001,NOW_risk_seeking_sentiment_report,NOW,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for NOW under risk_seeking. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",NOW_GDELT_202401_000,GDELT_NEWS,supported
NOW_risk_seeking_multi_agent_claim_001,NOW_risk_seeking_multi_agent_report,NOW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NOW under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",NOW_risk_seeking_DEBATE,debate_log,supported
PANW_risk_neutral_valuation_claim_001,PANW_risk_neutral_valuation_report,PANW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for PANW under risk_neutral. The decision is based on January return 0.171639, annualized volatility 0.287174, and max drawdown -0.021336.",PANW_PRICE_VOLUME_JAN2024,price_volume,supported
PANW_risk_neutral_fundamental_claim_001,PANW_risk_neutral_fundamental_report,PANW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for PANW under risk_neutral. The SEC-derived fundamental score is 4, and debt-to-asset ratio is 0.8534287740149239.",PANW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
PANW_risk_neutral_sentiment_claim_001,PANW_risk_neutral_sentiment_report,PANW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for PANW under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",PANW_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
PANW_risk_neutral_multi_agent_claim_001,PANW_risk_neutral_multi_agent_report,PANW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for PANW under risk_neutral. The weighted consensus score is 0.735253, combining valuation, fundamental, and sentiment agents.",PANW_risk_neutral_DEBATE,debate_log,supported
PANW_risk_averse_valuation_claim_001,PANW_risk_averse_valuation_report,PANW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for PANW under risk_averse. The decision is based on January return 0.171639, annualized volatility 0.287174, and max drawdown -0.021336.",PANW_PRICE_VOLUME_JAN2024,price_volume,supported
PANW_risk_averse_fundamental_claim_001,PANW_risk_averse_fundamental_report,PANW,fundamental,sec_fundamental_score,"The fundamental agent recommends HOLD for PANW under risk_averse. The SEC-derived fundamental score is 4, and debt-to-asset ratio is 0.8534287740149239.",PANW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
PANW_risk_averse_sentiment_claim_001,PANW_risk_averse_sentiment_report,PANW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for PANW under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",PANW_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
PANW_risk_averse_multi_agent_claim_001,PANW_risk_averse_multi_agent_report,PANW,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for PANW under risk_averse. The weighted consensus score is 0.319269, combining valuation, fundamental, and sentiment agents.",PANW_risk_averse_DEBATE,debate_log,supported
PANW_risk_seeking_valuation_claim_001,PANW_risk_seeking_valuation_report,PANW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for PANW under risk_seeking. The decision is based on January return 0.171639, annualized volatility 0.287174, and max drawdown -0.021336.",PANW_PRICE_VOLUME_JAN2024,price_volume,supported
PANW_risk_seeking_fundamental_claim_001,PANW_risk_seeking_fundamental_report,PANW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for PANW under risk_seeking. The SEC-derived fundamental score is 4, and debt-to-asset ratio is 0.8534287740149239.",PANW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
PANW_risk_seeking_sentiment_claim_001,PANW_risk_seeking_sentiment_report,PANW,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for PANW under risk_seeking. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",PANW_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
PANW_risk_seeking_multi_agent_claim_001,PANW_risk_seeking_multi_agent_report,PANW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for PANW under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",PANW_risk_seeking_DEBATE,debate_log,supported
ZS_risk_neutral_valuation_claim_001,ZS_risk_neutral_valuation_report,ZS,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ZS under risk_neutral. The decision is based on January return 0.109714, annualized volatility 0.325779, and max drawdown -0.038278.",ZS_PRICE_VOLUME_JAN2024,price_volume,supported
ZS_risk_neutral_fundamental_claim_001,ZS_risk_neutral_fundamental_report,ZS,fundamental,sec_fundamental_score,"The fundamental agent recommends HOLD for ZS under risk_neutral. The SEC-derived fundamental score is 2, and debt-to-asset ratio is 0.777883003115868.",ZS_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ZS_risk_neutral_sentiment_claim_001,ZS_risk_neutral_sentiment_report,ZS,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for ZS under risk_neutral. The public-news keyword sentiment score is -0.800000, with 0 positive and 4 negative keyword hits.",ZS_GDELT_202401_000,GDELT_NEWS,supported
ZS_risk_neutral_multi_agent_claim_001,ZS_risk_neutral_multi_agent_report,ZS,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for ZS under risk_neutral. The weighted consensus score is -0.126164, combining valuation, fundamental, and sentiment agents.",ZS_risk_neutral_DEBATE,debate_log,supported
ZS_risk_averse_valuation_claim_001,ZS_risk_averse_valuation_report,ZS,valuation,price_momentum_and_volatility,"The valuation agent recommends HOLD for ZS under risk_averse. The decision is based on January return 0.109714, annualized volatility 0.325779, and max drawdown -0.038278.",ZS_PRICE_VOLUME_JAN2024,price_volume,supported
ZS_risk_averse_fundamental_claim_001,ZS_risk_averse_fundamental_report,ZS,fundamental,sec_fundamental_score,"The fundamental agent recommends HOLD for ZS under risk_averse. The SEC-derived fundamental score is 2, and debt-to-asset ratio is 0.777883003115868.",ZS_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ZS_risk_averse_sentiment_claim_001,ZS_risk_averse_sentiment_report,ZS,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for ZS under risk_averse. The public-news keyword sentiment score is -0.800000, with 0 positive and 4 negative keyword hits.",ZS_GDELT_202401_000,GDELT_NEWS,supported
ZS_risk_averse_multi_agent_claim_001,ZS_risk_averse_multi_agent_report,ZS,multi_agent,consensus_decision,"The multi-agent consensus recommends SELL for ZS under risk_averse. The weighted consensus score is -0.376220, combining valuation, fundamental, and sentiment agents.",ZS_risk_averse_DEBATE,debate_log,supported
ZS_risk_seeking_valuation_claim_001,ZS_risk_seeking_valuation_report,ZS,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ZS under risk_seeking. The decision is based on January return 0.109714, annualized volatility 0.325779, and max drawdown -0.038278.",ZS_PRICE_VOLUME_JAN2024,price_volume,supported
ZS_risk_seeking_fundamental_claim_001,ZS_risk_seeking_fundamental_report,ZS,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ZS under risk_seeking. The SEC-derived fundamental score is 2, and debt-to-asset ratio is 0.777883003115868.",ZS_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ZS_risk_seeking_sentiment_claim_001,ZS_risk_seeking_sentiment_report,ZS,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for ZS under risk_seeking. The public-news keyword sentiment score is -0.800000, with 0 positive and 4 negative keyword hits.",ZS_GDELT_202401_000,GDELT_NEWS,supported
ZS_risk_seeking_multi_agent_claim_001,ZS_risk_seeking_multi_agent_report,ZS,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ZS under risk_seeking. The weighted consensus score is 0.289114, combining valuation, fundamental, and sentiment agents.",ZS_risk_seeking_DEBATE,debate_log,supported
SNOW_risk_neutral_valuation_claim_001,SNOW_risk_neutral_valuation_report,SNOW,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for SNOW under risk_neutral. The decision is based on January return 0.034475, annualized volatility 0.393662, and max drawdown -0.066336.",SNOW_PRICE_VOLUME_JAN2024,price_volume,supported
SNOW_risk_neutral_fundamental_claim_001,SNOW_risk_neutral_fundamental_report,SNOW,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for SNOW under risk_neutral. The SEC-derived fundamental score is 3, and debt-to-asset ratio is 0.31986381767801486.",SNOW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
SNOW_risk_neutral_sentiment_claim_001,SNOW_risk_neutral_sentiment_report,SNOW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for SNOW under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",SNOW_GDELT_202401_000,GDELT_NEWS,supported
SNOW_risk_neutral_multi_agent_claim_001,SNOW_risk_neutral_multi_agent_report,SNOW,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for SNOW under risk_neutral. The weighted consensus score is 0.714340, combining valuation, fundamental, and sentiment agents.",SNOW_risk_neutral_DEBATE,debate_log,supported
SNOW_risk_averse_valuation_claim_001,SNOW_risk_averse_valuation_report,SNOW,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for SNOW under risk_averse. The decision is based on January return 0.034475, annualized volatility 0.393662, and max drawdown -0.066336.",SNOW_PRICE_VOLUME_JAN2024,price_volume,supported
SNOW_risk_averse_fundamental_claim_001,SNOW_risk_averse_fundamental_report,SNOW,fundamental,sec_fundamental_score,"The fundamental agent recommends HOLD for SNOW under risk_averse. The SEC-derived fundamental score is 3, and debt-to-asset ratio is 0.31986381767801486.",SNOW_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
SNOW_risk_averse_sentiment_claim_001,SNOW_risk_averse_sentiment_report,SNOW,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for SNOW under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",SNOW_GDELT_202401_000,GDELT_NEWS,supported
SNOW_risk_averse_multi_agent_claim_001,SNOW_risk_averse_multi_agent_report,SNOW,multi_agent,consensus_decision,"The multi-agent consensus recommends SELL for SNOW under risk_averse. The weighted consensus score is -0.424107, combining valuation, fundamental, and sentiment agents.",SNOW_risk_averse_DEBATE,debate_log,supported
